no,Tgl_Iklan,url,harga,Kota,LT,LB,KT,KM,KTP,KMP,carport,garasi,listrik,surat,Judul,deskripsi
90,3/11/2021,https://www.rumah.com/listing-properti/dijual-komplek-bukit-sejahtera-poligon-palembang-oleh-ahmad-yani-18329675,450000000,Palembang,112,45,2,1,0,0,1,0,1300,SHM,Dijual Rumah Murah Di Komplek Poligon Palembang. Dijual Rumah Di komplek Poligon Bukit Sejahtera Jl Alamsyah Ratu Prawira Bukit Besar Palembang,"Rumah kondisi bagus siap huni, Berada dalam komplek Bukit Sejahtera Poligon, kawasan ramai lalu lintas kendaraan ,Cocok buat tempat tinggal, Posisi Rumah bebas banjir one gate sistem, Air Pam 24 Jam , dan sangat cocok buat keluarga anda tercinta.."
91,4/10/2021,https://www.rumah.com/listing-properti/dijual-rumah-subsidi-palembang-mata-merah-oleh-dennis-kurniawan-17743217,144000000,Palembang,84,36,2,1,0,0,0,0,1300,SHM,Rumah Subsidi Palembang Lokasi Bagus Kami menawarkan rumah baru di jalan taqwa mata merah palembang tipe rumah bangunan 36m2/ tanah 84m2 HUBUNGI 081278968859 lokasi ramai & dekat warung jalan utama perumahan sudah cor listrik 1300 watt air sumur sertifikat sudah pecah & SHM jangan ragu lagi bapak/ibu,lokasi ramai & dekat warung jalan utama perumahan sudah cor listrik 1300 watt air sumur sertifikat sudah pecah & SHM jangan ragu lagi bapak/ibu
92,2/11/2021,https://www.rumah.com/listing-properti/dijual-kos-dijual-di-palembang-oleh-ahmad-yani-17694685,3500000000,Palembang,1115,1500,40,40,0,0,10,0,22000,SHM,"Dijual Kos Murah Di Palembang. New Listing Jual Kemang Hill Kost, Kost Exclusice dengan 40 Kamar Tidur Full Furnished Jln Lunjuk Jaya Demang Lebar Daun Palembang","Tingkat Hunian (occupancy rate) sudah 70%, Tingkat hunian Bulanan 1-1,4 juta/kamar."
93,2/10/2021,https://www.rumah.com/listing-properti/dijual-kencana-damai-kenten-palembang-oleh-fonny-danoko-10026191,430000000,Palembang,140,40,2,1,0,0,2,0,2200,SHM,"Dijual Kencana Damai, Semi Furnished, Siap Huni. jual rumah di kencana damai, kenten, pemilik BU sekali, terima penawaran berapa pun, nego sampai deal.",rumah di lokasi yang sedang running & memiliki prospek yang luar biasa. berada di lokasi yang sangat strategis & didukung berbagai fasilitas seperti: * berada di lokasi yang sedang sangat berkembang * dekat akses jalan menuju bandara Sultan Mahmud Badarudin II * dekat dengan pusat keramaian kota * dekat dengan banyak sekolah & kampus * dekat dengan rumah sakit * dekat dengan akses jalan tol * dekat dengan banyak pusat perbelanjaan & perkantoran * ada akses kendaraan umum
94,3/10/2021,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-palembang-oleh-ahmad-yani-16481159,450000000,Palembang,84,57,2,1,0,0,1,0,1300,SHM,Dijual rumah Jl sungai sahang bersebelahan dinding dengan kampus usri,"lokasi tengah kota - 3 Menit ke ps Mall,Palembang Icon,Rumah sakit siloam -Bersebelahan dengan universitas UNSRI -Dekat dengan Bank BCA -Dekat istanah Gubernurakses jalan bisa di lalui mobil truk.."
95,4/4/2021,https://www.rumah.com/listing-properti/dijual-green-center-park-palembang-oleh-chris-18415099,345000000,Palembang,84,40,2,1,0,0,1,0,2200,SHM,Best Green Center Park Palembang. Lokasi Terbaik di Palembang!!! Green Center Park Palembang Lokasi Premium Alang-Alang Lebar.,Lokasi Terbaik di Palembang!!! Green Center Park Palembang Lokasi Premium Alang-Alang Lebar.
96,4/7/2021,https://www.rumah.com/listing-properti/dijual-green-center-park-palembang-oleh-tian-18414178,345000000,Palembang,84,40,2,1,0,0,1,0,2200,SHM,"Green Center Park Palembang All In 5 Jt GCP Palembang, MAU Kawasan Elit Harga Termurah Di KELASNYA? Hanya 5 JT sudah dapat Hunian komersil!!!","Cicilan mulai dr 2,5jtan sd 3jtaan (Untuk tipe 1 lantai) Promo Tahun 2021 Free biaya kpr* Tanpa DP?? Cashbcak Lebih?? Free pajak2??"
97,4/7/2021,https://www.rumah.com/listing-properti/dijual-green-center-park-palembang-oleh-tian-18413267,360000000,Palembang,84,40,2,1,0,0,1,0,2200,SHM,"Rumah Komersil Palembang, No DP kawasan asri,aman dan nyaman. Lokasi strategis dijantung kota palembang","Dapatkan bunga spesial 5,99% fix 3 tahun pertama (Bank mandiri) Cash bertahap bisa 1 tahun tanpa bunga survei dan buktikan promonya!!"
98,3/19/2021,https://www.rumah.com/listing-properti/dijual-rumah-hulubalang-palembang-oleh-henny-chrissye-16071323#map,820000000,Palembang,150,120,4,3,0,0,1,0,2200,SHM,Dijual Rumah 2 lantai strategis d komplek griya siguntang palembang,"Lokasi Perumahan di Griya Siguntang, Jalan Hulubalang 2, Bukit Besar, Palembang. Jarak 10 menit ke Universitas Sriwijaya, SMA Negeri 1, SMA Negeri 2, SMA Negeri 10, Jarak 15 menit ke Mall Palembang Square, Palembang Icon, Transmart, PIM"
99,3/19/2021,https://www.rumah.com/listing-properti/dijual-rumah-sukarame-palembang-oleh-henny-chrissye-16071236,650000000,Palembang,126,100,4,2,0,0,0,0,1300,SHM,"Dijual Rumah Soap Huni, Jln Perindustrian 1 Sukarame Palembang","Rumah kondisi bagus siap huni, harga murah yang terjangkau, jarak 10 menit ke RS Myria, lingkungan nyaman untuk tempat tinggal."
100,3/19/2021,https://www.rumah.com/listing-properti/dijual-springhill-palembang-oleh-endang-wasiati-18349412,1000000000,Palembang,100,90,2,1,0,0,0,0,2200,SHGB,Springhill Palembang,"Rumah berada di dalam komplek one gate system, kawasan perumnas kelapa kawasan ramai. mudah kemana-mana hanya 5 menit ke bandara. bebas banjir, jalan lebar. parkir luas."
